Poll,End_Day,Sample,Week,Candidate,Percentage
Politico/Morning Consult,129,15442 RV,18,Sanders,22
Politico/Morning Consult,129,15442 RV,18,Warren,16
Politico/Morning Consult,129,15442 RV,18,Bloomberg,6
Politico/Morning Consult,129,15442 RV,18,Buttigieg,9
Politico/Morning Consult,129,15442 RV,18,Klobuchar,2
Politico/Morning Consult,129,15442 RV,18,Yang,4
Politico/Morning Consult,129,15442 RV,18,Steyer,3
Politico/Morning Consult,129,15442 RV,18,Gabbard,2
Politico/Morning Consult,129,15442 RV,18,Bennet,1
Politico/Morning Consult,129,15442 RV,18,Patrick,0
Quinnipiac,130,665 RV,18,Biden,29
Quinnipiac,130,665 RV,18,Sanders,17
Quinnipiac,130,665 RV,18,Warren,15
Quinnipiac,130,665 RV,18,Bloomberg,5
Quinnipiac,130,665 RV,18,Buttigieg,9
Quinnipiac,130,665 RV,18,Klobuchar,3
Quinnipiac,130,665 RV,18,Yang,4
Quinnipiac,130,665 RV,18,Steyer,1
Quinnipiac,130,665 RV,18,Gabbard,2
Quinnipiac,130,665 RV,18,Bennet,1
Quinnipiac,130,665 RV,18,Patrick,0
Economist/YouGov,131,497 LV,18,Biden,26
Economist/YouGov,131,497 LV,18,Sanders,16
Economist/YouGov,131,497 LV,18,Warren,21
Economist/YouGov,131,497 LV,18,Bloomberg,4
Economist/YouGov,131,497 LV,18,Buttigieg,11
Economist/YouGov,131,497 LV,18,Klobuchar,2
Economist/YouGov,131,497 LV,18,Yang,3
Economist/YouGov,131,497 LV,18,Steyer,1
Economist/YouGov,131,497 LV,18,Gabbard,3
Economist/YouGov,131,497 LV,18,Bennet,1
Economist/YouGov,131,497 LV,18,Patrick,0
NPR/PBS/Marist,132,704 RV,18,Biden,24
NPR/PBS/Marist,132,704 RV,18,Sanders,22
NPR/PBS/Marist,132,704 RV,18,Warren,17
NPR/PBS/Marist,132,704 RV,18,Bloomberg,4
NPR/PBS/Marist,132,704 RV,18,Buttigieg,13
NPR/PBS/Marist,132,704 RV,18,Klobuchar,4
NPR/PBS/Marist,132,704 RV,18,Yang,5
NPR/PBS/Marist,132,704 RV,18,Steyer,0
NPR/PBS/Marist,132,704 RV,18,Gabbard,1
NPR/PBS/Marist,132,704 RV,18,Bennet,1
NPR/PBS/Marist,132,704 RV,18,Patrick,0
FOX News,132,453 RV,18,Biden,30
FOX News,132,453 RV,18,Sanders,20
FOX News,132,453 RV,18,Warren,13
FOX News,132,453 RV,18,Bloomberg,5
FOX News,132,453 RV,18,Buttigieg,7
FOX News,132,453 RV,18,Klobuchar,5
FOX News,132,453 RV,18,Yang,3
FOX News,132,453 RV,18,Steyer,1
FOX News,132,453 RV,18,Gabbard,3
FOX News,132,453 RV,18,Bennet,1
FOX News,132,453 RV,18,Patrick,0
The Hill/HarrisX,135,456 RV,19,Biden,29
The Hill/HarrisX,135,456 RV,19,Sanders,13
The Hill/HarrisX,135,456 RV,19,Warren,13
The Hill/HarrisX,135,456 RV,19,Bloomberg,5
The Hill/HarrisX,135,456 RV,19,Buttigieg,5
The Hill/HarrisX,135,456 RV,19,Klobuchar,3
The Hill/HarrisX,135,456 RV,19,Yang,3
The Hill/HarrisX,135,456 RV,19,Steyer,3
The Hill/HarrisX,135,456 RV,19,Gabbard,1
The Hill/HarrisX,135,456 RV,19,Bennet,1
The Hill/HarrisX,135,456 RV,19,Patrick,2
USA Today/Suffolk,135,384 LV,19,Biden,23
USA Today/Suffolk,135,384 LV,19,Sanders,14
USA Today/Suffolk,135,384 LV,19,Warren,13
USA Today/Suffolk,135,384 LV,19,Bloomberg,6
USA Today/Suffolk,135,384 LV,19,Buttigieg,8
USA Today/Suffolk,135,384 LV,19,Klobuchar,3
USA Today/Suffolk,135,384 LV,19,Yang,2
USA Today/Suffolk,135,384 LV,19,Steyer,1
USA Today/Suffolk,135,384 LV,19,Gabbard,1
USA Today/Suffolk,135,384 LV,19,Bennet,0
USA Today/Suffolk,135,384 LV,19,Patrick,NA
IBD/TIPP,135,312 RV,19,Biden,26
IBD/TIPP,135,312 RV,19,Sanders,18
IBD/TIPP,135,312 RV,19,Warren,14
IBD/TIPP,135,312 RV,19,Bloomberg,5
IBD/TIPP,135,312 RV,19,Buttigieg,9
IBD/TIPP,135,312 RV,19,Klobuchar,2
IBD/TIPP,135,312 RV,19,Yang,2
IBD/TIPP,135,312 RV,19,Steyer,2
IBD/TIPP,135,312 RV,19,Gabbard,1
IBD/TIPP,135,312 RV,19,Bennet,1
IBD/TIPP,135,312 RV,19,Patrick,0
CNN,136,408 RV,19,Biden,26
CNN,136,408 RV,19,Sanders,20
CNN,136,408 RV,19,Warren,16
CNN,136,408 RV,19,Bloomberg,5
CNN,136,408 RV,19,Buttigieg,8
CNN,136,408 RV,19,Klobuchar,3
CNN,136,408 RV,19,Yang,3
CNN,136,408 RV,19,Steyer,1
CNN,136,408 RV,19,Gabbard,1
CNN,136,408 RV,19,Bennet,0
CNN,136,408 RV,19,Patrick,0
Quinnipiac,136,567 RV,19,Biden,30
Quinnipiac,136,567 RV,19,Sanders,16
Quinnipiac,136,567 RV,19,Warren,17
Quinnipiac,136,567 RV,19,Bloomberg,7
Quinnipiac,136,567 RV,19,Buttigieg,9
Quinnipiac,136,567 RV,19,Klobuchar,3
Quinnipiac,136,567 RV,19,Yang,3
Quinnipiac,136,567 RV,19,Steyer,1
Quinnipiac,136,567 RV,19,Gabbard,1
Quinnipiac,136,567 RV,19,Bennet,0
Quinnipiac,136,567 RV,19,Patrick,0
Politico/Morning Consult,136,13384 RV,19,Biden,31
Politico/Morning Consult,136,13384 RV,19,Sanders,22
Politico/Morning Consult,136,13384 RV,19,Warren,15
Politico/Morning Consult,136,13384 RV,19,Bloomberg,7
Politico/Morning Consult,136,13384 RV,19,Buttigieg,8
Politico/Morning Consult,136,13384 RV,19,Klobuchar,2
Politico/Morning Consult,136,13384 RV,19,Yang,4
Politico/Morning Consult,136,13384 RV,19,Steyer,3
Politico/Morning Consult,136,13384 RV,19,Gabbard,2
Politico/Morning Consult,136,13384 RV,19,Bennet,1
Politico/Morning Consult,136,13384 RV,19,Patrick,0
Emerson,138,525 RV,19,Biden,32
Emerson,138,525 RV,19,Sanders,25
Emerson,138,525 RV,19,Warren,12
Emerson,138,525 RV,19,Bloomberg,3
Emerson,138,525 RV,19,Buttigieg,8
Emerson,138,525 RV,19,Klobuchar,2
Emerson,138,525 RV,19,Yang,6
Emerson,138,525 RV,19,Steyer,2
Emerson,138,525 RV,19,Gabbard,4
Emerson,138,525 RV,19,Bennet,0
Emerson,138,525 RV,19,Patrick,0
NBC News/Wall St. Jrnl,138,410 LV,19,Biden,28
NBC News/Wall St. Jrnl,138,410 LV,19,Sanders,21
NBC News/Wall St. Jrnl,138,410 LV,19,Warren,18
NBC News/Wall St. Jrnl,138,410 LV,19,Bloomberg,4
NBC News/Wall St. Jrnl,138,410 LV,19,Buttigieg,9
NBC News/Wall St. Jrnl,138,410 LV,19,Klobuchar,5
NBC News/Wall St. Jrnl,138,410 LV,19,Yang,3
NBC News/Wall St. Jrnl,138,410 LV,19,Steyer,1
NBC News/Wall St. Jrnl,138,410 LV,19,Gabbard,2
NBC News/Wall St. Jrnl,138,410 LV,19,Bennet,0
NBC News/Wall St. Jrnl,138,410 LV,19,Patrick,0
Economist/YouGov,138,555 LV,19,Biden,29
Economist/YouGov,138,555 LV,19,Sanders,19
Economist/YouGov,138,555 LV,19,Warren,17
Economist/YouGov,138,555 LV,19,Bloomberg,4
Economist/YouGov,138,555 LV,19,Buttigieg,7
Economist/YouGov,138,555 LV,19,Klobuchar,4
Economist/YouGov,138,555 LV,19,Yang,3
Economist/YouGov,138,555 LV,19,Steyer,2
Economist/YouGov,138,555 LV,19,Gabbard,3
Economist/YouGov,138,555 LV,19,Bennet,1
Economist/YouGov,138,555 LV,19,Patrick,0
Politico/Morning Consult,143,7178 RV,20,Biden,31
Politico/Morning Consult,143,7178 RV,20,Sanders,21
Politico/Morning Consult,143,7178 RV,20,Warren,15
Politico/Morning Consult,143,7178 RV,20,Bloomberg,6
Politico/Morning Consult,143,7178 RV,20,Buttigieg,9
Politico/Morning Consult,143,7178 RV,20,Klobuchar,3
Politico/Morning Consult,143,7178 RV,20,Yang,5
Politico/Morning Consult,143,7178 RV,20,Steyer,3
Politico/Morning Consult,143,7178 RV,20,Gabbard,2
Politico/Morning Consult,143,7178 RV,20,Bennet,1
Politico/Morning Consult,143,7178 RV,20,Patrick,0
Economist/YouGov,145,586 LV,20,Biden,30
Economist/YouGov,145,586 LV,20,Sanders,17
Economist/YouGov,145,586 LV,20,Warren,19
Economist/YouGov,145,586 LV,20,Bloomberg,4
Economist/YouGov,145,586 LV,20,Buttigieg,7
Economist/YouGov,145,586 LV,20,Klobuchar,5
Economist/YouGov,145,586 LV,20,Yang,3
Economist/YouGov,145,586 LV,20,Steyer,1
Economist/YouGov,145,586 LV,20,Gabbard,2
Economist/YouGov,145,586 LV,20,Bennet,0
Economist/YouGov,145,586 LV,20,Patrick,0
The Hill/HarrisX,149,431 RV,21,Biden,28
The Hill/HarrisX,149,431 RV,21,Sanders,16
The Hill/HarrisX,149,431 RV,21,Warren,11
The Hill/HarrisX,149,431 RV,21,Bloomberg,11
The Hill/HarrisX,149,431 RV,21,Buttigieg,6
The Hill/HarrisX,149,431 RV,21,Klobuchar,2
The Hill/HarrisX,149,431 RV,21,Yang,2
The Hill/HarrisX,149,431 RV,21,Steyer,2
The Hill/HarrisX,149,431 RV,21,Gabbard,2
The Hill/HarrisX,149,431 RV,21,Bennet,0
The Hill/HarrisX,149,431 RV,21,Patrick,0
Harvard-Harris,150,756 RV,21,Biden,30
Harvard-Harris,150,756 RV,21,Sanders,17
Harvard-Harris,150,756 RV,21,Warren,12
Harvard-Harris,150,756 RV,21,Bloomberg,7
Harvard-Harris,150,756 RV,21,Buttigieg,7
Harvard-Harris,150,756 RV,21,Klobuchar,2
Harvard-Harris,150,756 RV,21,Yang,3
Harvard-Harris,150,756 RV,21,Steyer,2
Harvard-Harris,150,756 RV,21,Gabbard,1
Harvard-Harris,150,756 RV,21,Bennet,NA
Harvard-Harris,150,756 RV,21,Patrick,NA
Politico/Morning Consult,150,17787 RV,21,Biden,32
Politico/Morning Consult,150,17787 RV,21,Sanders,21
Politico/Morning Consult,150,17787 RV,21,Warren,14
Politico/Morning Consult,150,17787 RV,21,Bloomberg,6
Politico/Morning Consult,150,17787 RV,21,Buttigieg,8
Politico/Morning Consult,150,17787 RV,21,Klobuchar,3
Politico/Morning Consult,150,17787 RV,21,Yang,4
Politico/Morning Consult,150,17787 RV,21,Steyer,3
Politico/Morning Consult,150,17787 RV,21,Gabbard,1
Politico/Morning Consult,150,17787 RV,21,Bennet,1
Politico/Morning Consult,150,17787 RV,21,Patrick,0
Economist/YouGov,152,548 RV,21,Biden,29
Economist/YouGov,152,548 RV,21,Sanders,19
Economist/YouGov,152,548 RV,21,Warren,18
Economist/YouGov,152,548 RV,21,Bloomberg,3
Economist/YouGov,152,548 RV,21,Buttigieg,8
Economist/YouGov,152,548 RV,21,Klobuchar,4
Economist/YouGov,152,548 RV,21,Yang,3
Economist/YouGov,152,548 RV,21,Steyer,2
Economist/YouGov,152,548 RV,21,Gabbard,3
Economist/YouGov,152,548 RV,21,Bennet,0
Economist/YouGov,152,548 RV,21,Patrick,0
Morning Consult,157,17213 RV,22,Biden,31
Morning Consult,157,17213 RV,22,Sanders,23
Morning Consult,157,17213 RV,22,Warren,14
Morning Consult,157,17213 RV,22,Bloomberg,7
Morning Consult,157,17213 RV,22,Buttigieg,8
Morning Consult,157,17213 RV,22,Klobuchar,3
Morning Consult,157,17213 RV,22,Yang,4
Morning Consult,157,17213 RV,22,Steyer,4
Morning Consult,157,17213 RV,22,Gabbard,2
Morning Consult,157,17213 RV,22,Bennet,1
Morning Consult,157,17213 RV,22,Patrick,0
Economist/YouGov,159,574 RV,22,Biden,27
Economist/YouGov,159,574 RV,22,Sanders,20
Economist/YouGov,159,574 RV,22,Warren,22
Economist/YouGov,159,574 RV,22,Bloomberg,3
Economist/YouGov,159,574 RV,22,Buttigieg,7
Economist/YouGov,159,574 RV,22,Klobuchar,3
Economist/YouGov,159,574 RV,22,Yang,3
Economist/YouGov,159,574 RV,22,Steyer,2
Economist/YouGov,159,574 RV,22,Gabbard,3
Economist/YouGov,159,574 RV,22,Bennet,0
Economist/YouGov,159,574 RV,22,Patrick,0
IBD/TIPP,163,333 RV,23,Biden,26
IBD/TIPP,163,333 RV,23,Sanders,15
IBD/TIPP,163,333 RV,23,Warren,20
IBD/TIPP,163,333 RV,23,Bloomberg,7
IBD/TIPP,163,333 RV,23,Buttigieg,9
IBD/TIPP,163,333 RV,23,Klobuchar,3
IBD/TIPP,163,333 RV,23,Yang,3
IBD/TIPP,163,333 RV,23,Steyer,2
IBD/TIPP,163,333 RV,23,Gabbard,1
IBD/TIPP,163,333 RV,23,Bennet,0
IBD/TIPP,163,333 RV,23,Patrick,0
Quinnipiac,164,651 RV,23,Biden,25
Quinnipiac,164,651 RV,23,Sanders,19
Quinnipiac,164,651 RV,23,Warren,16
Quinnipiac,164,651 RV,23,Bloomberg,6
Quinnipiac,164,651 RV,23,Buttigieg,8
Quinnipiac,164,651 RV,23,Klobuchar,4
Quinnipiac,164,651 RV,23,Yang,5
Quinnipiac,164,651 RV,23,Steyer,1
Quinnipiac,164,651 RV,23,Gabbard,1
Quinnipiac,164,651 RV,23,Bennet,1
Quinnipiac,164,651 RV,23,Patrick,1
Politico/Morning Consult,164,17096 RV,23,Biden,29
Politico/Morning Consult,164,17096 RV,23,Sanders,23
Politico/Morning Consult,164,17096 RV,23,Warren,14
Politico/Morning Consult,164,17096 RV,23,Bloomberg,8
Politico/Morning Consult,164,17096 RV,23,Buttigieg,8
Politico/Morning Consult,164,17096 RV,23,Klobuchar,3
Politico/Morning Consult,164,17096 RV,23,Yang,5
Politico/Morning Consult,164,17096 RV,23,Steyer,4
Politico/Morning Consult,164,17096 RV,23,Gabbard,2
Politico/Morning Consult,164,17096 RV,23,Bennet,1
Politico/Morning Consult,164,17096 RV,23,Patrick,0
The Hill/HarrisX,166,451 RV,23,Biden,29
The Hill/HarrisX,166,451 RV,23,Sanders,19
The Hill/HarrisX,166,451 RV,23,Warren,11
The Hill/HarrisX,166,451 RV,23,Bloomberg,7
The Hill/HarrisX,166,451 RV,23,Buttigieg,4
The Hill/HarrisX,166,451 RV,23,Klobuchar,3
The Hill/HarrisX,166,451 RV,23,Yang,2
The Hill/HarrisX,166,451 RV,23,Steyer,3
The Hill/HarrisX,166,451 RV,23,Gabbard,1
The Hill/HarrisX,166,451 RV,23,Bennet,2
The Hill/HarrisX,166,451 RV,23,Patrick,0
Economist/YouGov,166,521 RV,23,Biden,27
Economist/YouGov,166,521 RV,23,Sanders,20
Economist/YouGov,166,521 RV,23,Warren,19
Economist/YouGov,166,521 RV,23,Bloomberg,5
Economist/YouGov,166,521 RV,23,Buttigieg,7
Economist/YouGov,166,521 RV,23,Klobuchar,3
Economist/YouGov,166,521 RV,23,Yang,3
Economist/YouGov,166,521 RV,23,Steyer,1
Economist/YouGov,166,521 RV,23,Gabbard,2
Economist/YouGov,166,521 RV,23,Bennet,0
Economist/YouGov,166,521 RV,23,Patrick,0
SurveyUSA,168,1086 LV,24,Biden,32
SurveyUSA,168,1086 LV,24,Sanders,21
SurveyUSA,168,1086 LV,24,Warren,14
SurveyUSA,168,1086 LV,24,Bloomberg,9
SurveyUSA,168,1086 LV,24,Buttigieg,9
SurveyUSA,168,1086 LV,24,Klobuchar,2
SurveyUSA,168,1086 LV,24,Yang,4
SurveyUSA,168,1086 LV,24,Steyer,3
SurveyUSA,168,1086 LV,24,Gabbard,2
SurveyUSA,168,1086 LV,24,Bennet,NA
SurveyUSA,168,1086 LV,24,Patrick,NA
CNN,171,500 RV,24,Biden,24
CNN,171,500 RV,24,Sanders,27
CNN,171,500 RV,24,Warren,14
CNN,171,500 RV,24,Bloomberg,5
CNN,171,500 RV,24,Buttigieg,11
CNN,171,500 RV,24,Klobuchar,4
CNN,171,500 RV,24,Yang,4
CNN,171,500 RV,24,Steyer,2
CNN,171,500 RV,24,Gabbard,0
CNN,171,500 RV,24,Bennet,0
CNN,171,500 RV,24,Patrick,0
Morning Consult,171,12402 LV,24,Biden,29
Morning Consult,171,12402 LV,24,Sanders,24
Morning Consult,171,12402 LV,24,Warren,15
Morning Consult,171,12402 LV,24,Bloomberg,10
Morning Consult,171,12402 LV,24,Buttigieg,8
Morning Consult,171,12402 LV,24,Klobuchar,3
Morning Consult,171,12402 LV,24,Yang,4
Morning Consult,171,12402 LV,24,Steyer,3
Morning Consult,171,12402 LV,24,Gabbard,2
Morning Consult,171,12402 LV,24,Bennet,1
Morning Consult,171,12402 LV,24,Patrick,0
Monmouth,172,372 RV,24,Biden,30
Monmouth,172,372 RV,24,Sanders,23
Monmouth,172,372 RV,24,Warren,14
Monmouth,172,372 RV,24,Bloomberg,9
Monmouth,172,372 RV,24,Buttigieg,6
Monmouth,172,372 RV,24,Klobuchar,5
Monmouth,172,372 RV,24,Yang,3
Monmouth,172,372 RV,24,Steyer,1
Monmouth,172,372 RV,24,Gabbard,1
Monmouth,172,372 RV,24,Bennet,1
Monmouth,172,372 RV,24,Patrick,0
Economist/YouGov,173,470 LV,24,Biden,28
Economist/YouGov,173,470 LV,24,Sanders,18
Economist/YouGov,173,470 LV,24,Warren,21
Economist/YouGov,173,470 LV,24,Bloomberg,6
Economist/YouGov,173,470 LV,24,Buttigieg,8
Economist/YouGov,173,470 LV,24,Klobuchar,4
Economist/YouGov,173,470 LV,24,Yang,3
Economist/YouGov,173,470 LV,24,Steyer,2
Economist/YouGov,173,470 LV,24,Gabbard,3
Economist/YouGov,173,470 LV,24,Bennet,0
Economist/YouGov,173,470 LV,24,Patrick,0
The Hill/HarrisX,174,878 RV,24,Biden,29
The Hill/HarrisX,174,878 RV,24,Sanders,17
The Hill/HarrisX,174,878 RV,24,Warren,9
The Hill/HarrisX,174,878 RV,24,Bloomberg,11
The Hill/HarrisX,174,878 RV,24,Buttigieg,5
The Hill/HarrisX,174,878 RV,24,Klobuchar,2
The Hill/HarrisX,174,878 RV,24,Yang,4
The Hill/HarrisX,174,878 RV,24,Steyer,4
The Hill/HarrisX,174,878 RV,24,Gabbard,2
The Hill/HarrisX,174,878 RV,24,Bennet,NA
The Hill/HarrisX,174,878 RV,24,Patrick,1
FOX News,174,495 LV,24,Biden,26
FOX News,174,495 LV,24,Sanders,23
FOX News,174,495 LV,24,Warren,14
FOX News,174,495 LV,24,Bloomberg,10
FOX News,174,495 LV,24,Buttigieg,7
FOX News,174,495 LV,24,Klobuchar,3
FOX News,174,495 LV,24,Yang,5
FOX News,174,495 LV,24,Steyer,3
FOX News,174,495 LV,24,Gabbard,0
FOX News,174,495 LV,24,Bennet,0
FOX News,174,495 LV,24,Patrick,1
Emerson,175,497 LV,25,Biden,30
Emerson,175,497 LV,25,Sanders,27
Emerson,175,497 LV,25,Warren,13
Emerson,175,497 LV,25,Bloomberg,7
Emerson,175,497 LV,25,Buttigieg,6
Emerson,175,497 LV,25,Klobuchar,4
Emerson,175,497 LV,25,Yang,8
Emerson,175,497 LV,25,Steyer,1
Emerson,175,497 LV,25,Gabbard,1
Emerson,175,497 LV,25,Bennet,1
Emerson,175,497 LV,25,Patrick,0
ABC News/Wash Post,175,LV,25,Biden,34
ABC News/Wash Post,175,LV,25,Sanders,22
ABC News/Wash Post,175,LV,25,Warren,14
ABC News/Wash Post,175,LV,25,Bloomberg,7
ABC News/Wash Post,175,LV,25,Buttigieg,4
ABC News/Wash Post,175,LV,25,Klobuchar,4
ABC News/Wash Post,175,LV,25,Yang,6
ABC News/Wash Post,175,LV,25,Steyer,1
ABC News/Wash Post,175,LV,25,Gabbard,0
ABC News/Wash Post,175,LV,25,Bennet,2
ABC News/Wash Post,175,LV,25,Patrick,1
Morning Consult,178,17836 RV,25,Biden,29
Morning Consult,178,17836 RV,25,Sanders,23
Morning Consult,178,17836 RV,25,Warren,14
Morning Consult,178,17836 RV,25,Bloomberg,12
Morning Consult,178,17836 RV,25,Buttigieg,7
Morning Consult,178,17836 RV,25,Klobuchar,3
Morning Consult,178,17836 RV,25,Yang,5
Morning Consult,178,17836 RV,25,Steyer,3
Morning Consult,178,17836 RV,25,Gabbard,1
Morning Consult,178,17836 RV,25,Bennet,1
Morning Consult,178,17836 RV,25,Patrick,0
Quinnipiac,179,827 RV,25,Biden,26
Quinnipiac,179,827 RV,25,Sanders,21
Quinnipiac,179,827 RV,25,Warren,15
Quinnipiac,179,827 RV,25,Bloomberg,8
Quinnipiac,179,827 RV,25,Buttigieg,6
Quinnipiac,179,827 RV,25,Klobuchar,7
Quinnipiac,179,827 RV,25,Yang,3
Quinnipiac,179,827 RV,25,Steyer,2
Quinnipiac,179,827 RV,25,Gabbard,1
Quinnipiac,179,827 RV,25,Bennet,0
Quinnipiac,179,827 RV,25,Patrick,0
Economist/YouGov,180,591 RV,25,Biden,26
Economist/YouGov,180,591 RV,25,Sanders,24
Economist/YouGov,180,591 RV,25,Warren,20
Economist/YouGov,180,591 RV,25,Bloomberg,4
Economist/YouGov,180,591 RV,25,Buttigieg,7
Economist/YouGov,180,591 RV,25,Klobuchar,4
Economist/YouGov,180,591 RV,25,Yang,4
Economist/YouGov,180,591 RV,25,Steyer,1
Economist/YouGov,180,591 RV,25,Gabbard,3
Economist/YouGov,180,591 RV,25,Bennet,0
Economist/YouGov,180,591 RV,25,Patrick,1
LA Times/USC,180,2227 LV,25,Biden,34
LA Times/USC,180,2227 LV,25,Sanders,18
LA Times/USC,180,2227 LV,25,Warren,16
LA Times/USC,180,2227 LV,25,Bloomberg,9
LA Times/USC,180,2227 LV,25,Buttigieg,9
LA Times/USC,180,2227 LV,25,Klobuchar,3
LA Times/USC,180,2227 LV,25,Yang,2
LA Times/USC,180,2227 LV,25,Steyer,2
LA Times/USC,180,2227 LV,25,Gabbard,1
LA Times/USC,180,2227 LV,25,Bennet,NA
LA Times/USC,180,2227 LV,25,Patrick,NA
Harvard-Harris,181,980 RV,25,Biden,31
Harvard-Harris,181,980 RV,25,Sanders,20
Harvard-Harris,181,980 RV,25,Warren,12
Harvard-Harris,181,980 RV,25,Bloomberg,13
Harvard-Harris,181,980 RV,25,Buttigieg,6
Harvard-Harris,181,980 RV,25,Klobuchar,3
Harvard-Harris,181,980 RV,25,Yang,3
Harvard-Harris,181,980 RV,25,Steyer,2
Harvard-Harris,181,980 RV,25,Gabbard,1
Harvard-Harris,181,980 RV,25,Bennet,NA
Harvard-Harris,181,980 RV,25,Patrick,NA
NBC News/Wall St. Jrnl,181,428 LV,25,Biden,26
NBC News/Wall St. Jrnl,181,428 LV,25,Sanders,27
NBC News/Wall St. Jrnl,181,428 LV,25,Warren,15
NBC News/Wall St. Jrnl,181,428 LV,25,Bloomberg,9
NBC News/Wall St. Jrnl,181,428 LV,25,Buttigieg,7
NBC News/Wall St. Jrnl,181,428 LV,25,Klobuchar,5
NBC News/Wall St. Jrnl,181,428 LV,25,Yang,4
NBC News/Wall St. Jrnl,181,428 LV,25,Steyer,2
NBC News/Wall St. Jrnl,181,428 LV,25,Gabbard,2
NBC News/Wall St. Jrnl,181,428 LV,25,Bennet,0
NBC News/Wall St. Jrnl,181,428 LV,25,Patrick,1
IBD/TIPP,182,336 RV,26,Biden,26
IBD/TIPP,182,336 RV,26,Sanders,19
IBD/TIPP,182,336 RV,26,Warren,13
IBD/TIPP,182,336 RV,26,Bloomberg,8
IBD/TIPP,182,336 RV,26,Buttigieg,7
IBD/TIPP,182,336 RV,26,Klobuchar,3
IBD/TIPP,182,336 RV,26,Yang,4
IBD/TIPP,182,336 RV,26,Steyer,2
IBD/TIPP,182,336 RV,26,Gabbard,1
IBD/TIPP,182,336 RV,26,Bennet,1
IBD/TIPP,182,336 RV,26,Patrick,0
Morning Consult,185,15259 RV,26,Biden,28
Morning Consult,185,15259 RV,26,Sanders,24
Morning Consult,185,15259 RV,26,Warren,14
Morning Consult,185,15259 RV,26,Bloomberg,14
Morning Consult,185,15259 RV,26,Buttigieg,6
Morning Consult,185,15259 RV,26,Klobuchar,3
Morning Consult,185,15259 RV,26,Yang,4
Morning Consult,185,15259 RV,26,Steyer,3
Morning Consult,185,15259 RV,26,Gabbard,2
Morning Consult,185,15259 RV,26,Bennet,1
Morning Consult,185,15259 RV,26,Patrick,1
Economist/YouGov,187,616 RV,26,Biden,24
Economist/YouGov,187,616 RV,26,Sanders,19
Economist/YouGov,187,616 RV,26,Warren,18
Economist/YouGov,187,616 RV,26,Bloomberg,9
Economist/YouGov,187,616 RV,26,Buttigieg,9
Economist/YouGov,187,616 RV,26,Klobuchar,6
Economist/YouGov,187,616 RV,26,Yang,3
Economist/YouGov,187,616 RV,26,Steyer,2
Economist/YouGov,187,616 RV,26,Gabbard,3
Economist/YouGov,187,616 RV,26,Bennet,1
Economist/YouGov,187,616 RV,26,Patrick,0